COUNTRY,SUBJECT,SURVEY_DAY,items,length
LAO,LAO_331,1,"{'monosodium glutamate', 'banana (nam-wa variety), ripe', 'pork tenderloin (fat 3.2%)', 'candies milk chocolate', 'rice glutinous, polished, steamed', 'tap water', 'refined salt', 'hen egg whole, boiled'}",8
LAO,LAO_332,1,"{'monosodium glutamate', 'mushroom straw', 'lettuce', 'kra-done (thai)', 'chilli bird', 'bamboo shoot, boiled', 'beef internal organ (average)', 'gourd sponge round', 'gourd sponge  young leaves (tips)', 'lemon juice 100%', 'fermented fish, liquid part (fermented for 3 -12 months)', 'soup, beef spare ribs broth', 'tiliacora triandra diels, squeezed, boiled / nam-bai-ya-nang (thai)', 'rice glutinous soaked', 'tap water', 'roasted uncooked rice', 'shallot spring', 'rice glutinous, polished, steamed', 'short bodied mackerel, steamed', 'galangal tuber', 'refined salt', 'mungbean sprout', 'beef meat lean, boiled', 'pork ball, blanch', 'cuttlefish soaked in alkaline blanched (for yentafo)', 'yoghurt drinking uht different flavours', 'coriander', 'coconut juice'}",28
LAO,LAO_333,1,"{'monosodium glutamate', 'soup, pork broth', 'pork tenderloin, boiled (fat 2.2%)', 'tamarind sweet', 'coriander', 'pumpkin', 'rice glutinous, polished, steamed', 'chilli bird', 'bamboo shoot, boiled', 'cabbage', 'melientha suauis picrre. / pak waan pa (thai)', 'tap water', 'mushroom indian oyster', 'refined salt'}",14
LAO,LAO_334,1,"{'monosodium glutamate', 'duck egg whole, boiled', 'seasoning sauce, grade 1', 'shallot bulbs', 'rice glutinous, polished, steamed', 'soybean oil', 'fermented fish, liquid part (fermented for 3 -12 months)', 'chilli bird', 'fish sauce, grade 1', 'orange flavored water (sugar 13%)', 'siam tulip / kra-jeaw flowers (thai)', 'hen egg, whole', 'tap water', 'garlic, dried bulbs'}",14
LAO,LAO_335,1,"{'monosodium glutamate', 'lotus root, raw', 'cucumber large', 'chicken, drumstick', 'nile tilapia, boiled', 'rice glutinous, polished, steamed', 'sugar, white', 'chilli bird', 'fermented fish, liquid part (fermented for 3 -12 months)', 'tomato cherry small', 'kanom-nang-led (thai)', 'lemon juice 100%', 'soup, fish broth', 'tamarind ripe', 'tap water', 'tamarind ripe puree', 'garlic, dried bulbs', 'refined salt'}",18
LAO,LAO_336,1,"{'monosodium glutamate', 'seasoning (ros-dee brand)', 'striped catfish / swai', 'nile tilapia, boiled', 'rice glutinous, polished, steamed', 'soup, fish broth', 'chilli bird', 'water melon', 'windbetal leaves', 'soup, beef spare ribs broth', 'buffalo meat', 'bamboo shoot, pickled', 'cookies chocolate sandwich with creme filling regular', 'tap water', 'refined salt'}",15
LAO,LAO_337,1,"{'monosodium glutamate', 'sugar, white', 'sesbania flower cooked, steamed without salt', 'fish sauce, grade 1', 'cabbage chinese, white', 'soybean sauce, grade 1', 'rice noodle sheet vietnamese style, raw, wet form (guay-jub)', 'tap water', 'soup, pork broth', 'tomato ketchup', 'shallot spring', 'pork blood, boiled', 'rice glutinous, polished, steamed', 'dill / pak-chee-lao (thai)', 'chilli bird ground', 'common climbing perch', 'refined salt', 'cuttlefish soaked in alkaline blanched (for yentafo)', 'pork ball, blanch', 'chinese water morning glory', 'mungbean noodle, soaked'}",21
LAO,LAO_337,2,"{'monosodium glutamate', 'soup, pork broth', 'pork tenderloin (fat 3.2%)', 'seasoning sauce, grade 1', 'chinese water morning glory', 'rice glutinous, polished, steamed', 'cake sponge commercially prepared', 'soybean oil', 'tomato cherry small', 'pork loin (fat 7.7%)', 'tap water', 'refined salt'}",12
LAO,LAO_338,1,"{'monosodium glutamate', 'pork loin, boiled (fat 7.9%)', 'pork tenderloin, fried (fat 10.5%)', 'rice glutinous, polished, steamed', 'water melon', 'fermented fish, liquid part (fermented for 3 -12 months)', 'cabbage chinese', 'soymilk, original classic  (lactasoy brand)', 'tap water', 'cassia leaves', 'toffee candy', 'tangelo / tangerine / mandarin', 'refined salt'}",13
LAO,LAO_339,1,"{'human milk, 3 month lactation'}",1
LAO,LAO_34,1,"{'monosodium glutamate', 'stinking passion flower leaves and young leaves blanched (karen name : nawng-thaing-xa-za  )', 'shallot spring', 'rice glutinous, polished, steamed', 'frog meat', 'bamboo shoot, boiled', 'fermented fish, liquid part (fermented for 3 -12 months)', 'tiliacora triandra diels, squeezed, boiled / nam-bai-ya-nang (thai)', 'frog small green with bone', 'tap water', 'acacia pennata / cha-om (thai)', 'garlic, dried bulbs', 'refined salt'}",13
LAO,LAO_340,1,"{'monosodium glutamate', 'lemon grass', 'rice glutinous, polished, steamed', 'fermented fish, liquid part (fermented for 3 -12 months)', 'tiliacora triandra diels, squeezed, boiled / nam-bai-ya-nang (thai)', 'bamboo shoot thrysostachys siamensis, boiled', 'native chicken breast', 'orange flavored water (sugar 13%)', 'soup, chicken broth', 'rice glutinous soaked', 'tap water', 'common climbing perch', 'garlic, dried bulbs', 'refined salt'}",14
LAO,LAO_340,2,"{'glutinous rice steamed with banana and coconut milk', 'deep fired banana / kluai-khaek (thai)', 'rice glutinous, polished, steamed', 'sour cucumber (karen name :thi-chaing-za)', 'gunthers walking catfish, roasted', 'orange flavored water (sugar 13%)', 'tap water'}",7
LAO,LAO_341,1,"{'monosodium glutamate', 'soup, pork broth', 'rice vermicelli, instant with seasoning', 'rice glutinous, polished, steamed', 'chilli bird', 'shallot bulbs, grilled', 'pork, roasted (fat 14.6%)', 'gourd bottle', 'biscuits plain / buttermilk commercially baked', 'chayote tops and young leaves', 'tap water', 'common climbing perch', 'garlic, dried bulbs', 'refined salt'}",14
LAO,LAO_342,1,"{'human milk, 6 month lactation', 'rice glutinous, polished, steamed', 'beef, sun-dried, raw', 'tap water', 'refined salt'}",5
LAO,LAO_343,1,"{'monosodium glutamate', 'banana (nam-wa variety), ripe', 'seasoning sauce, grade 1', 'corn whole-kernel yellow, boiled', 'shallot spring', 'striped snakehead fish, roasted', 'coriander', 'lemon grass', 'soup, fish broth', 'rice glutinous, polished, steamed', 'roselle / red sorrel leaves', 'striped snakehead fish, boiled', 'chilli bird', 'fish sauce, grade 1', 'tap water', 'chilli bird ground', 'striped snakehead fish, dried', 'refined salt'}",18
LAO,LAO_344,1,"{'soup, pork broth', 'pork loin, boiled (fat 7.9%)', 'monosodium glutamate', 'tomato ketchup', 'seasoning sauce, grade 1', 'longan', 'snack from flour (corn, wheat, potato)', 'rice glutinous, polished, steamed', 'sugar, white', 'kalanchoe', 'rice noodles fresh small size', 'cabbage chinese', 'chilli bird ground', 'apple', 'chinese garlic, dried bulbs, burnted', 'tap water', 'nile tilapia salt coat , grilled', 'refined salt'}",18
LAO,LAO_345,1,"{'coffee 3 in 1 instant coffee mix (nescafee brand)', 'monosodium glutamate', 'chicken, meat', 'catfish truncated estuarine', 'shallot spring', 'rice glutinous, polished, steamed', 'soup, fish broth', 'shallot bulbs, grilled', 'fermented fish, liquid part (fermented for 3 -12 months)', 'chilli bird', 'cabbage chinese', 'chinese garlic, dried bulbs, burnted', 'soup, chicken broth', 'galangale, burnted', 'tap water', 'malabar red snapper, boiled', 'gourd wax', 'refined salt'}",18
LAO,LAO_346,1,"{'soup, pork broth', 'rice polished, steamed', 'seasoning sauce, grade 1', 'pork loin (fat 7.7%)', 'chilli bird', 'pork, roasted (fat 14.6%)', 'wafer', 'cabbage chinese', 'fish sauce, grade 1', 'tap water', 'nile tilapia salt coat , grilled'}",11
LAO,LAO_347,1,"{'monosodium glutamate', 'sugar, white', 'num pia (thai)', 'yard long bean green', 'lemon juice 100%', 'fermented fish, liquid part (fermented for 3 -12 months)', 'soup, beef spare ribs broth', 'corn waxy', 'tap water', 'coconut milk, water added (shredded coconut 1: water 1) (13% fat)', 'roasted uncooked rice', 'shallot spring', 'pork blood, boiled', 'tamarind sweet', 'rice glutinous, polished, steamed', 'apple', 'refined salt', 'beef meat lean, boiled', 'yoghurt drinking uht different flavours', 'coriander', 'beef lung', 'shrimp common'}",22
LAO,LAO_348,1,"{'monosodium glutamate', 'shallot spring', 'pak ka yheng (thai)', 'striped snakehead fish, boiled', 'rice glutinous, polished, steamed', 'frog meat', 'lemon juice 100%', 'fermented fish, liquid part (fermented for 3 -12 months)', 'soup, fish broth', 'tap water', 'gourd sponge round'}",11
LAO,LAO_349,1,"{'human milk, 3 month lactation'}",1
LAO,LAO_35,1,"{'coffee 3 in 1 instant coffee mix (nescafee brand)', 'kale chinese', 'glutinous rice steamed with banana and coconut milk', 'rice polished, steamed', 'pork tenderloin (fat 3.2%)', 'rice glutinous, polished, steamed', 'soybean oil', 'carrot', 'striped snakehead fish', 'tap water', 'refined salt'}",11
LAO,LAO_350,1,"{'human milk, 6 month lactation', 'monosodium glutamate', 'ivygourd', 'pork blood, boiled', 'snack from flour (corn, wheat, potato)', 'rice glutinous, polished, steamed', 'cabbage chinese', 'rice glutinous polished, raw', 'tap water', 'nile tilapia salt coat , grilled', 'refined salt'}",11
LAO,LAO_351,1,"{'pumpkin young leaves', 'monosodium glutamate', 'pak ka yheng (thai)', 'rice glutinous, polished, steamed', 'bamboo shoot, boiled', 'fermented fish, liquid part (fermented for 3 -12 months)', 'pork, roasted (fat 14.6%)', 'tiliacora triandra diels, squeezed, boiled / nam-bai-ya-nang (thai)', 'tap water', 'nile tilapia salt coat , grilled', 'refined salt'}",11
LAO,LAO_352,1,"{'monosodium glutamate', 'chicken, meat', 'sugar, white', 'bamboo shoot, boiled', 'soybean oil', 'chilli bird', 'fish sauce, grade 1', 'garlic, dried bulbs', 'papaya, unripe', 'lemon juice 100%', 'fermented fish, liquid part (fermented for 3 -12 months)', 'hen egg, whole', 'tap water', 'shallot spring', 'rice glutinous, polished, steamed', 'tomato cherry small', 'refined salt', 'banana (nam-wa variety), ripe', 'coriander', 'bamboo shoot', 'omlet hen egg', 'soup, chicken broth'}",22
LAO,LAO_353,1,"{'monosodium glutamate', 'wheat noodles instant without seasoning', 'refined salt', 'fish based snack with seasoning', 'rice glutinous, polished, steamed', 'soup, fish broth', 'fermented fish, liquid part (fermented for 3 -12 months)', 'sardines, canned in tomato sauce', 'cabbage chinese', 'cabbage chinese, white', 'tap water', 'pork, shreded, chinese style', 'gunthers walking catfish, boiled'}",13
LAO,LAO_354,1,"{'monosodium glutamate', 'striped snakehead fish, boiled', 'chilli bird', 'fish sauce, grade 1', 'striped snakehead fish, steamed', 'soup, fish broth', 'lemon juice 100%', 'fermented fish, liquid part (fermented for 3 -12 months)', 'pork fres leg (ham)  whole', 'tap water', 'mushroom oyster', 'roasted uncooked rice', 'shallot spring', 'rice glutinous, polished, steamed', 'tomato cherry small', 'cabbage chinese', 'chinese garlic, dried bulbs, burnted', 'refined salt', 'pork liver, boiled', 'mungbean sprout', 'pork skin (fat 26.6%)', 'banana (nam-wa variety), ripe', 'pork pancreas', 'alcoholic beverage, beer, regular'}",24
LAO,LAO_355,1,"{'monosodium glutamate', 'rice vermicelli, instant with seasoning', 'ginger root, mature, burnted', 'fish based snack with seasoning', 'striped snakehead fish, boiled', 'rice glutinous, polished, steamed', 'jackfruit, young', 'chilli bird', 'fermented fish, liquid part (fermented for 3 -12 months)', 'orange flavored water (sugar 13%)', 'soymilk, original classic  (lactasoy brand)', 'tap water', 'fermented fish with bone (fermented for 3 -12 months) (water = 60.5)', 'refined salt'}",14
LAO,LAO_356,1,"{'human milk, 6 month lactation', 'tap water'}",2
LAO,LAO_356,2,"{'human milk, 6 month lactation', 'monosodium glutamate', 'chicken, meat', 'rice glutinous, polished, steamed', 'soup, chicken broth', 'tap water', 'refined salt'}",7
LAO,LAO_357,1,"{'hairy basil leaves', 'pork tenderloin, boiled (fat 2.2%)', 'seasoning sauce, grade 1', 'pork belly, fried (fat 37.0%)', 'crisp eggplant', 'lemon grass', 'sour cucumber (karen name :thi-chaing-za)', 'chilli bird', 'rice glutinous, polished, steamed', 'apple', 'tap water', 'refined salt'}",12
LAO,LAO_358,1,"{'monosodium glutamate', 'candies milk chocolate', 'refined salt', 'chicken, drumstick', 'coriander', 'lemon grass', 'rice glutinous, polished, steamed', 'cake sponge commercially prepared', 'soybean oil', 'cabbage chinese', 'tap water', 'common climbing perch', 'frog small green with bone'}",13
LAO,LAO_359,1,"{'monosodium glutamate', 'soup, pork broth', 'ginger young', 'crisp eggplant', 'rice glutinous, polished, steamed', 'soup, fish broth', 'chilli bird', 'fermented fish, liquid part (fermented for 3 -12 months)', 'chayote tops and young leaves', 'tap water', 'rabbit meat', 'common climbing perch', 'refined salt'}",13
LAO,LAO_36,1,"{'monosodium glutamate', 'ginger root, mature', 'thai water morning glory red stem', 'striped snakehead fish, boiled', 'sugar, white', 'chilli bird', 'pork, roasted (fat 14.6%)', 'galangale', 'bamboo shoot, pickled', 'garlic, dried bulbs', 'yard long bean green', 'shallot bulbs', 'soup, fish broth', 'shallot bulbs, grilled', 'fermented fish, liquid part (fermented for 3 -12 months)', 'lemon juice 100%', 'tap water', 'indian gooseberry', 'pak ka yheng (thai)', 'shallot spring', 'lemon grass', 'rice glutinous, polished, steamed', 'dill / pak-chee-lao (thai)', 'chinese garlic, dried bulbs, burnted', 'pear', 'chilli bird ground', 'refined salt', 'water mimosa', 'frog meat'}",29
LAO,LAO_360,1,"{'monosodium glutamate', 'alcoholic beverage, distilled, whiskey, 86 proof', 'refined salt', 'shallot spring', 'striped snakehead fish, boiled', 'sugar, white', 'rice glutinous, polished, steamed', 'lemon juice 100%', 'fermented fish, liquid part (fermented for 3 -12 months)', 'tomato cherry small', 'chilli bird', 'duck gizzard', 'soup, fish broth', 'tap water', 'locust  fried (legs and inner organs removed)', 'garlic, dried bulbs', 'papaya, unripe'}",17
LAO,LAO_361,1,"{'monosodium glutamate', 'chilli bird', 'cantaloupe', 'fish sauce, grade 1', 'mint leaves', 'soup, fish broth', 'shallot bulbs, grilled', 'fermented fish, liquid part (fermented for 3 -12 months)', 'tap water', 'roasted uncooked rice', 'shallot spring', 'lemon grass', 'rice glutinous, polished, steamed', 'water melon', 'tomato cherry small', 'cabbage chinese', 'chilli bird ground', 'refined salt', 'banana (nam-wa variety), ripe', 'pak tiew (thai)', 'nile tilapia, boiled', 'coriander', 'spotted featherback'}",23
LAO,LAO_362,1,"{'human milk, 6 month lactation', 'seasoning (ros-dee brand)', 'rice glutinous, polished, steamed', 'hen egg, whole', 'tap water'}",5
LAO,LAO_363,1,"{'monosodium glutamate', 'soup, pork broth', 'pork loin, boiled (fat 7.9%)', 'tomato ketchup', 'seasoning sauce, grade 1', 'pepsi', 'snack from flour (corn, wheat, potato)', 'rice glutinous, polished, steamed', 'rice noodles fresh small size', 'fish sauce, grade 1', 'beef meat lean, grilled', 'tap water', 'chilli bird ground'}",13
LAO,LAO_364,1,"{'monosodium glutamate', 'soup, pork broth', 'water fern', 'seasoning (ros-dee brand)', 'chinese water morning glory', 'rice glutinous, polished, steamed', 'cake sponge commercially prepared', 'mungbean noodle, boiled', 'amaranth spineless', 'soup, beef spare ribs broth', 'buffalo meat', 'soymilk, original classic  (lactasoy brand)', 'shrimp cracker from wheat flour', 'tap water', 'mushroom indian oyster', 'refined salt'}",16
LAO,LAO_365,1,"{'roasted uncooked rice', 'monosodium glutamate', 'pork liver, boiled', 'chicken drumstick, fried', 'pork skin (fat 26.6%)', 'pepsi', 'banana blossoms', 'chicken thigh, fried', 'rice glutinous, polished, steamed', 'fermented fish, liquid part (fermented for 3 -12 months)', 'mirinda green cream soda', 'pork minced, boiled (fat 14.8%)', 'tap water', 'chilli bird ground'}",14
LAO,LAO_366,1,"{'monosodium glutamate', 'chilli bird', 'chayote tops and young leaves', 'cabbage chinese, white', 'mint leaves', 'fermented fish, liquid part (fermented for 3 -12 months)', 'tap water', 'pak meg (thai)', 'shallot spring', 'cowpea pods', 'rice glutinous, polished, steamed', 'chayote fruit', 'indian penny wort leaves', 'tomato cherry small', 'dill / pak-chee-lao (thai)', 'sardines, canned in tomato sauce', 'cabbage chinese', 'chinese garlic, dried bulbs, burnted', 'refined salt', 'thai water morning glory white stem'}",20
LAO,LAO_367,1,"{'human milk, 6 month lactation', 'rice glutinous, polished, steamed', 'beef, sun-dried, raw', 'tap water', 'hen egg whole, boiled'}",5
LAO,LAO_368,1,"{'monosodium glutamate', 'sugar, white', 'chilli bird', 'pork, roasted (fat 14.6%)', 'bamboo shoot, boiled', 'fish sauce, grade 1', 'gourd sponge round', 'garlic, dried bulbs', 'papaya, unripe', 'banana blossoms', 'shallot bulbs', 'mint leaves', 'shallot bulbs, grilled', 'fermented fish, liquid part (fermented for 3 -12 months)', 'lemon juice 100%', 'tiliacora triandra diels, squeezed, boiled / nam-bai-ya-nang (thai)', 'rice glutinous soaked', 'tap water', 'pumpkin', 'acacia pennata / cha-om (thai)', 'roasted uncooked rice', 'shallot spring', 'rice glutinous, polished, steamed', 'tomato cherry small', 'galangal tuber', 'refined salt', 'pumpkin young leaves', 'rice polished, steamed', 'coriander', ""mashroom jew's ear, fresh"", 'ant egg'}",31
LAO,LAO_369,1,"{'monosodium glutamate', 'tap water', 'rice polished, steamed', 'orange juice', 'rice glutinous, polished, steamed', 'soup, fish broth', 'roselle / red sorrel leaves', 'fermented fish, liquid part (fermented for 3 -12 months)', 'beef ball, fried', 'grapes, red (small)', 'orange flavored water (sugar 13%)', 'bread white sliced', 'cake cream filled / jamroll (euro brand)', 'refined salt', 'hen egg whole, boiled'}",15
LAO,LAO_37,1,"{'snack from flour (corn, wheat, potato)', 'rice glutinous, polished, steamed', 'rose apple, red color variety (kam-mam variety)', 'milk powdered, lactogen gold 1', 'kalanchoe', 'tap water'}",6
LAO,LAO_37,2,"{'milk powdered, lactogen gold 1', 'tap water', 'cerelac (mixed vegetable)'}",3
LAO,LAO_370,1,"{'monosodium glutamate', 'sugar, white', 'chilli bird', 'bitter orange; leech leaves, semi-dried', 'beef meat lean, grilled', 'garlic, dried bulbs', 'papaya, unripe', 'seasoning (ros-dee brand)', 'soup, fish broth', 'lemon juice 100%', 'fermented fish, liquid part (fermented for 3 -12 months)', 'soup, beef spare ribs broth', 'tap water', 'mango (kaew variety), ripe', 'lemon grass', 'rice glutinous, polished, steamed', 'galangal tuber', 'beef meat lean', 'refined salt', 'beef meat lean, boiled', 'striped catfish, boiled'}",21
LAO,LAO_371,1,"{'roasted uncooked rice', 'soup, pork broth', 'pork skin (fat 26.6%)', 'monosodium glutamate', 'pork loin, boiled (fat 7.9%)', 'acacia concinna, leaf, raw / bai-som-poi (thai)', 'beef meat medium fat', 'refined salt', 'shallot spring', 'coriander', 'pepper, black', 'rice glutinous, polished, steamed', 'shallot bulbs, grilled', 'rice noodles fresh small size', 'tap water', 'chilli bird ground', 'vinegar', 'mungbean noodle, soaked'}",18
LAO,LAO_371,2,"{'monosodium glutamate', 'beef meat lean, boiled', 'acacia concinna, leaf, raw / bai-som-poi (thai)', 'banana (nam-wa variety), ripe', 'shallot bulbs', 'amaranth spineless', 'rice glutinous, polished, steamed', 'soup, fish broth', 'chilli bird', 'soup, beef spare ribs broth', 'cabbage chinese', 'tomato', 'tap water', 'chilli bird ground', 'common climbing perch', 'refined salt'}",16
LAO,LAO_372,1,"{'monosodium glutamate', 'chicken, meat', 'banana (nam-wa variety), ripe', 'pork roasted (meat)', 'rice glutinous, polished, steamed', 'chicken liver, boiled', 'kalanchoe', 'apple', 'tamarind young leaves', 'tap water', 'common climbing perch', 'refined salt', 'soup, chicken broth'}",13
LAO,LAO_373,1,"{'coffee 3 in 1 instant coffee mix (nescafee brand)', 'monosodium glutamate', 'beef meat lean', 'ginger root, mature, burnted', 'rice glutinous, polished, steamed', 'chilli bird', 'shallot bulbs, grilled', 'chinese garlic, dried bulbs, burnted', 'galangale, burnted', 'sesbania flowers', 'tap water', 'fermented fish with bone (fermented for 3 -12 months) (water = 60.5)', 'seaweed, dried', 'refined salt'}",14
LAO,LAO_374,1,"{'monosodium glutamate', 'rice glutinous, polished, steamed', 'pork loin (fat 7.7%)', 'soybean oil', 'chinese garlic, dried bulbs, burnted', 'hen egg, whole', 'tap water', 'rabbit meat', 'garlic, dried bulbs', 'refined salt'}",10
LAO,LAO_375,1,"{'monosodium glutamate', 'pork loin, boiled (fat 7.9%)', 'snack from flour (corn, wheat, potato)', 'rice glutinous, polished, steamed', 'bamboo shoot, boiled', 'chilli bird', 'buffalo meat', 'cabbage chinese', 'tap water', 'acacia pennata / cha-om (thai)', 'garlic, dried bulbs', 'refined salt'}",12
LAO,LAO_375,2,"{'rice vermicelli, instant with seasoning', 'milk whole uht, chocolate flavoured', 'striped snakehead fish, roasted', 'snack from flour (corn, wheat, potato)', 'rice glutinous, polished, steamed', 'hen egg, fried', 'apple', 'tap water'}",8
LAO,LAO_376,1,"{'monosodium glutamate', 'pork skin deep, fried (fat 46.0%)', 'nile tilapia, boiled', 'snack from flour (corn, wheat, potato)', 'rice glutinous, polished, steamed', 'soup, fish broth', 'milk whole uht, natural', 'tomato', 'cabbage chinese', 'tap water', 'refined salt'}",11
LAO,LAO_377,1,"{'monosodium glutamate', 'pork spare ribs, boiled (fat 18.8%)', 'shallot spring', 'boar wild, meat (fat 8.3%)', 'coriander', 'rice glutinous, polished, steamed', 'windbetal leaves', 'soup, fish broth', 'fermented fish, liquid part (fermented for 3 -12 months)', 'cabbage chinese', 'tap water', 'common climbing perch', 'refined salt'}",13
LAO,LAO_378,1,"{'striped snakehead fish, boiled', 'soybean oil', 'garlic, dried bulbs', 'papaya, ripe', 'pork, sundried, grilled', 'soup, fish broth', 'orange flavored water (sugar 13%)', 'tap water', 'yambean', 'soup, pork broth', 'cucumber large', 'rice glutinous, polished, steamed', 'cabbage chinese', 'galangal tuber', 'soymilk, original classic  (lactasoy brand)', 'refined salt', 'seasoning sauce, grade 1', 'pork loin (fat 7.7%)', 'kalanchoe'}",19
LAO,LAO_379,1,"{'monosodium glutamate', 'snack from flour (corn, wheat, potato)', 'chilli bird', 'gourd sponge round', 'nata de coco in syrup', 'banana blossoms', 'shallot bulbs, grilled', 'fermented fish, liquid part (fermented for 3 -12 months)', 'lemon juice 100%', 'orange flavored water (sugar 13%)', 'tap water', 'soup, pork broth', 'shallot spring', 'crisp eggplant', 'rice glutinous, polished, steamed', 'lemon grass', 'chinese garlic, dried bulbs, burnted', 'galangale, burnted', 'refined salt', 'candies milk chocolate', 'coriander', 'frog meat', 'soup, chicken broth', 'sesame seeds, white, roasted'}",24
LAO,LAO_38,1,"{'mungbean sprout', 'soup, pork broth', 'monosodium glutamate', 'pork loin, boiled (fat 7.9%)', 'rice polished, steamed', 'mushroom', 'pork ball, blanch', 'shallot spring', 'rice glutinous, polished, steamed', 'soybean oil', 'kalanchoe', 'chicken wing, fried', 'rice noodle sheet vietnamese style, raw, wet form (guay-jub)', 'shallot bulbs, deep fried', 'tap water', 'common climbing perch', 'gourd bitter young leaves', 'refined salt'}",18
LAO,LAO_38,2,"{'chilli bird small, dried', 'monosodium glutamate', 'cucumber', 'pork tenderloin (fat 3.2%)', 'coriander', 'soup, fish broth', 'rice glutinous, polished, steamed', 'shallot bulbs, grilled', 'indian penny wort leaves', 'fermented fish, liquid part (fermented for 3 -12 months)', 'lemon juice 100%', 'sugar, white', 'chinese garlic, dried bulbs, burnted', 'tap water', 'garlic, dried bulbs', 'refined salt', 'striped catfish, boiled'}",17
LAO,LAO_380,1,"{'tap water', 'human milk, 3 month lactation'}",2
LAO,LAO_381,1,"{'pork roasted (meat)', 'snack from flour (corn, wheat, potato)', 'rice glutinous, polished, steamed', 'pork, roasted (fat 14.6%)', 'tap water', 'toffee candy', 'refined salt', 'common climbing perch'}",8
LAO,LAO_382,1,"{'monosodium glutamate', 'pork tenderloin (fat 3.2%)', 'pork, sundried, grilled', 'rice glutinous, polished, steamed', 'snack from flour (corn, wheat, potato)', 'lemon grass', 'common silver barb', 'apple', 'soymilk, original classic  (lactasoy brand)', 'tap water', 'garlic, dried bulbs', 'refined salt', 'hen egg whole, boiled'}",13
LAO,LAO_383,1,"{'tap water', 'human milk, 3 month lactation'}",2
LAO,LAO_384,1,"{'monosodium glutamate', 'soup, pork broth', 'shallot spring', 'coriander', 'cowpea pods', 'rice glutinous, polished, steamed', 'chilli bird', 'soup, beef spare ribs broth', 'pork feet (fat 10.2%)', 'tap water', 'amaranth spineless', 'acacia pennata / cha-om (thai)', 'garlic, dried bulbs', 'refined salt'}",14
LAO,LAO_385,1,"{'roasted uncooked rice', 'monosodium glutamate', 'pork roasted (meat)', 'water fern', 'seasoning (ros-dee brand)', 'ginger root, mature, burnted', 'amaranth spineless', 'short bodied mackerel, steamed', 'rice glutinous, polished, steamed', 'chilli bird', 'water melon', 'pork, roasted (fat 14.6%)', 'sesbania flowers', 'tap water', 'cabbage chinese  flowers', 'refined salt'}",16
LAO,LAO_386,1,"{'monosodium glutamate', 'chicken liver, boiled', 'chilli bird', 'bitter orange; leech leaves, semi-dried', 'fish sauce, grade 1', 'garlic, dried bulbs', 'shallot bulbs', 'seasoning (ros-dee brand)', 'fermented fish, liquid part (fermented for 3 -12 months)', 'rice noodle sheet vietnamese style, raw, wet form (guay-jub)', 'tap water', 'toffee candy', 'ice cream chocolate', 'shallot spring', 'lemon grass', 'rice glutinous, polished, steamed', 'cabbage', 'rice noodles fermented / ka-nom-jeen (thai)', 'chicken drumstick, boiled', 'refined salt', 'seasoning sauce, grade 1', 'sweet potato, white', 'nile tilapia, boiled', 'coriander', 'frog meat', 'soup, chicken broth'}",26
LAO,LAO_387,1,"{'monosodium glutamate', 'lesser spiny eel / spiny eels', 'chilli bird', 'pork, shreded, chinese style', 'hairy basil leaves', 'hot sauce', 'soup, fish broth', 'shallot bulbs, grilled', 'fermented fish, liquid part (fermented for 3 -12 months)', 'rice glutinous soaked', 'tap water', 'soup, pork broth', 'crisp eggplant', 'rice glutinous, polished, steamed', 'pork sausage, steamed / moo-yor (thai)', 'chinese garlic, dried bulbs, burnted', 'dragon fruit', 'common climbing perch', 'refined salt', 'bread white sliced', 'rabbit meat'}",21
LAO,LAO_388,1,"{'monosodium glutamate', 'lettuce', 'chilli bird', 'mustard green, boiled', 'soup, fish broth', 'fermented fish, liquid part (fermented for 3 -12 months)', 'tap water', 'nile tilapia salt coat , grilled', 'soup, pork broth', 'shallot spring', 'tomato cherry small', 'tamarind ripe', 'tomato', 'refined salt', 'coffee 3 in 1 instant coffee mix (nescafee brand)', 'pork loin, boiled (fat 7.9%)', 'rice polished, steamed', 'nile tilapia, boiled', 'mustard green stem and leaves'}",19
LAO,LAO_389,1,"{'monosodium glutamate', 'pomegranate solft seed', 'pork tenderloin (fat 3.2%)', 'pepsi', 'deep fired banana / kluai-khaek (thai)', 'soybean oil', 'chilli bird', 'wafer', 'shrimp tiny paste, fermented', 'tap water', 'toffee candy', 'soup, pork broth', 'rice glutinous, polished, steamed', 'cabbage', 'refined salt', 'nile tilapia, boiled', 'chinese water morning glory', 'rose apple, red color variety (kam-mam variety)', 'cornpuff salted, baked'}",19
LAO,LAO_39,1,"{'tap water', '7-up', 'pepsi', 'rice glutinous, polished, steamed', 'grapes, red (small)', 'bread white sliced', 'common climbing perch', 'refined salt'}",8
LAO,LAO_390,1,"{'monosodium glutamate', 'kra-done (thai)', 'chilli bird', 'soybean oil', 'wafer', 'fish sauce, grade 1', 'garlic, dried bulbs', 'soup, fish broth', 'fermented fish, liquid part (fermented for 3 -12 months)', 'hen egg, whole', 'tap water', 'pepper, white', 'gunthers walking catfish, boiled', 'shallot spring', 'rice glutinous, polished, steamed', 'mirinda green cream soda', 'chinese garlic, dried bulbs, burnted', 'refined salt', 'pak tiew (thai)', 'coriander'}",20
